order_id,order_date,product_id,quantity,city,delivery_status,customer_id,delivery_time_mins,total_amount
182922,2024-06-26 20:29:00,134,1,Mumbai,Delivered,52614,28.0,390.59
191182,2024-09-28 16:25:00,120,3,Mumbai,Delivered,55191,19.0,156.81
109138,2024-04-03 10:05:00,113,1,Bangalore,Delivered,68684,22.0,59.29
101267,2024-03-30 06:21:00,118,1,Mumbai,Delivered,50188,27.0,256.24
116951,2024-08-24 12:28:00,134,1,Mumbai,Cancelled,69833,32.0,390.59
204449,2024-03-29 05:01:00,102,2,Delhi,Delivered,61403,31.0,46.5
110727,2024-09-13 15:24:00,134,4,Bangalore,Delivered,67320,26.0,1562.36
164612,2024-03-29 12:50:00,113,1,Mumbai,Delivered,55245,12.0,59.29
110169,2024-07-31 05:20:00,125,1,Mumbai,Delivered,68680,31.0,385.02
202336,2024-09-03 21:10:00,104,1,Mumbai,Delivered,53284,31.0,49.02
151978,2024-03-13 02:49:00,135,1,Pune,Delivered,56776,8.0,182.49
126139,2024-03-16 05:03:00,102,2,Bangalore,Delivered,64598,27.0,46.5
184769,2024-09-26 13:57:00,126,3,Bangalore,Delivered,62709,8.0,503.43
129742,2024-12-04 14:59:00,131,4,Mumbai,Delivered,59010,43.0,2052.84
116596,2024-05-29 23:56:00,135,1,Mumbai,Delivered,59226,39.0,182.49
148132,2024-01-17 03:56:00,135,1,Bangalore,Delivered,53377,19.0,182.49
168115,2024-05-25 01:35:00,135,1,Bangalore,Delivered,62680,20.0,182.49
139700,2024-06-15 16:18:00,135,1,Mumbai,Delivered,62571,16.0,182.49
171550,2024-07-11 08:55:00,112,2,Mumbai,Delivered,58533,33.0,453.74
139364,2024-08-16 20:47:00,134,1,Pune,Delivered,66890,,390.59
106850,2024-06-12 14:38:00,134,3,Delhi,Delivered,66404,15.0,1171.77
194433,2024-04-16 07:57:00,101,1,Bangalore,Delivered,53253,23.0,103.13
160382,2024-09-17 21:39:00,135,1,Hyderabad,Delivered,51756,12.0,182.49
101977,2024-12-05 05:00:00,112,1,Delhi,Delivered,52631,34.0,226.87
188802,2024-10-03 00:39:00,136,1,Mumbai,Delivered,64583,9.0,243.21
178140,2024-01-22 07:20:00,134,1,Mumbai,Delivered,68566,8.0,390.59
186266,2024-01-18 05:36:00,102,1,Pune,Delivered,61464,43.0,23.25
102051,2024-08-30 05:03:00,135,1,Delhi,Delivered,63213,24.0,182.49
191045,2024-12-24 00:42:00,108,5,Delhi,Delivered,50898,35.0,156.5
177637,2024-03-11 13:27:00,134,1,Chennai,,59606,41.0,390.59
156972,2024-01-19 12:54:00,128,1,Bangalore,Cancelled,61785,31.0,193.52
203204,2024-08-30 20:08:00,126,5,Mumbai,Delivered,61086,27.0,839.05
164109,2024-09-10 01:56:00,135,2,Bangalore,Delivered,53153,25.0,364.98
100445,2024-06-02 15:52:00,113,1,Mumbai,Delivered,63586,36.0,59.29
128447,2024-12-06 17:47:00,134,1,Bangalore,Delivered,68744,36.0,390.59
159827,2024-08-13 03:10:00,121,1,Mumbai,Delivered,61508,23.0,332.04
194961,2024-05-14 17:29:00,129,1,Mumbai,Delivered,65783,27.0,531.37
129542,2024-10-30 14:00:00,108,1,Bangalore,Delivered,56456,14.0,31.3
107651,2024-12-11 12:07:00,129,1,Mumbai,Delivered,50746,32.0,531.37
192873,2024-05-08 13:24:00,118,1,Mumbai,Delivered,56147,25.0,256.24
130730,2024-05-14 00:21:00,110,1,Delhi,Delivered,54575,32.0,60.43
163097,2024-07-10 10:41:00,135,1,Bangalore,Delivered,53419,8.0,182.49
198176,2024-08-13 15:51:00,129,1,Mumbai,Delivered,54677,31.0,531.37
111996,2024-09-19 18:57:00,134,1,Mumbai,Delivered,65378,29.0,390.59
142967,2024-06-01 10:58:00,103,3,Bangalore,Delivered,63706,31.0,167.25
180716,2024-02-02 09:16:00,134,1,Mumbai,Cancelled,54247,23.0,390.59
141817,2024-09-12 00:20:00,126,2,Pune,Delivered,67116,27.0,335.62
121190,2024-05-21 22:48:00,110,5,Bangalore,Delivered,61887,14.0,302.15
122045,2024-02-22 17:39:00,131,1,Bangalore,Delivered,51552,40.0,513.21
181451,2024-09-06 20:41:00,134,1,Mumbai,Delivered,56193,25.0,390.59
174749,2024-06-03 02:18:00,105,1,Bangalore,Delivered,66769,22.0,115.74
124099,2024-08-05 00:06:00,134,2,Kolkata,Delivered,59988,44.0,781.18
143161,2024-02-27 19:49:00,118,1,,Delivered,53554,11.0,256.24
103584,2024-07-17 06:52:00,118,1,Hyderabad,Delivered,66772,32.0,256.24
204460,2024-01-10 13:23:00,124,3,Bangalore,Delivered,62080,16.0,313.26
159488,2024-11-22 15:08:00,131,1,Delhi,Delivered,63174,37.0,513.21
107002,2024-12-21 06:03:00,115,1,Hyderabad,Delivered,60125,19.0,277.46
174318,2024-07-22 08:58:00,101,2,Hyderabad,Delivered,50589,17.0,206.26
201641,2024-02-09 01:37:00,112,1,Ahmedabad,Delivered,57593,8.0,226.87
177384,2024-04-27 22:08:00,129,1,Delhi,Delivered,64017,32.0,531.37
125763,2024-02-12 04:04:00,127,1,Bangalore,Delivered,67267,8.0,82.46
134100,2024-02-28 09:49:00,105,1,Mumbai,Delivered,55369,31.0,115.74
112380,2024-12-19 04:25:00,112,3,Hyderabad,Delivered,57389,19.0,680.61
161101,2024-07-17 07:43:00,126,2,Delhi,Delivered,63003,15.0,335.62
128761,2024-09-13 23:42:00,113,2,Mumbai,Returned,63966,42.0,118.58
123603,2024-12-01 08:44:00,134,1,Mumbai,Delivered,55116,25.0,390.59
134380,2024-02-22 21:51:00,129,1,Bangalore,Delivered,51980,26.0,531.37
155871,2024-04-26 06:18:00,114,3,Mumbai,Delivered,63296,13.0,358.77
163435,2024-10-06 15:41:00,103,1,Mumbai,Delivered,54724,35.0,55.75
187407,2024-02-08 03:48:00,115,1,Mumbai,Delivered,63805,26.0,277.46
185380,2024-09-10 08:58:00,103,1,Chennai,Delivered,67224,37.0,55.75
122169,2024-10-05 14:35:00,117,2,Mumbai,Cancelled,69714,11.0,254.3
152475,2024-10-09 12:15:00,121,1,Bangalore,Delivered,50080,41.0,332.04
104577,2024-06-01 00:06:00,109,1,Delhi,Delivered,61360,32.0,197.67
140111,2024-11-14 00:42:00,125,1,Mumbai,Delivered,65396,18.0,385.02
113746,2024-10-03 02:34:00,134,2,Bangalore,Delivered,56981,8.0,781.18
115122,2024-11-02 04:29:00,113,1,Mumbai,Delivered,50562,35.0,59.29
196384,2024-10-07 09:53:00,124,1,Hyderabad,Delivered,64458,37.0,104.42
170413,2024-05-20 19:40:00,102,1,Hyderabad,Delivered,54560,44.0,23.25
190270,2024-12-07 14:28:00,124,1,Mumbai,Delivered,64069,34.0,104.42
116389,2024-02-06 19:01:00,113,4,Mumbai,Delivered,51723,27.0,237.16
140514,2024-08-01 23:26:00,102,1,Delhi,Delivered,55397,20.0,23.25
171242,2024-10-18 07:36:00,133,3,Hyderabad,Delivered,64988,37.0,713.04
134485,2024-10-10 20:35:00,112,1,Bangalore,Delivered,53487,13.0,226.87
101279,2024-09-25 09:49:00,126,1,Mumbai,Delivered,60570,33.0,167.81
178414,2024-08-02 13:33:00,124,1,Ahmedabad,Delivered,57050,38.0,104.42
163660,2024-05-08 07:46:00,103,1,Mumbai,Delivered,51277,9.0,55.75
126560,2024-07-13 16:17:00,134,1,Bangalore,Delivered,55140,15.0,390.59
194247,2024-10-30 07:57:00,102,1,Bangalore,Delivered,54686,29.0,23.25
110663,2024-09-06 18:58:00,126,1,Mumbai,Delivered,59066,37.0,167.81
164967,2024-08-27 05:04:00,135,2,Mumbai,Delivered,57674,36.0,364.98
160559,2024-12-27 14:29:00,112,1,Hyderabad,Delivered,69117,,226.87
189525,2024-09-23 07:04:00,136,1,Ahmedabad,Delivered,52120,23.0,243.21
171780,2024-02-19 16:37:00,135,1,Delhi,Delivered,59419,17.0,182.49
108836,2024-08-24 23:16:00,134,3,Mumbai,Delivered,51623,17.0,1171.77
102430,2024-08-27 11:27:00,102,1,Bangalore,Delivered,51200,35.0,23.25
159421,2024-09-20 18:34:00,104,1,Mumbai,Delivered,59244,42.0,49.02
131266,2024-12-02 19:42:00,134,1,Bangalore,Delivered,63101,14.0,390.59
178073,2024-02-25 21:37:00,119,2,Kolkata,Delivered,52574,26.0,666.6
141011,2024-03-26 09:42:00,108,1,Delhi,Delivered,62370,42.0,31.3
112849,2024-12-20 00:36:00,129,1,Pune,Delivered,63070,15.0,531.37
153475,2024-03-25 10:56:00,136,1,Mumbai,Delivered,62465,24.0,243.21
149206,2024-02-02 12:25:00,112,1,Mumbai,Delivered,66369,15.0,226.87
201763,2024-06-28 08:12:00,112,1,Delhi,Delivered,62746,8.0,226.87
192722,2024-06-29 19:06:00,112,3,Mumbai,Delivered,53195,21.0,680.61
176346,2024-11-12 02:12:00,112,2,Pune,Delivered,66949,16.0,453.74
128355,2024-05-07 07:45:00,112,1,Mumbai,Delivered,67072,8.0,226.87
131818,2024-04-17 03:37:00,134,1,Delhi,Delivered,68924,26.0,390.59
123986,2024-02-24 10:45:00,136,2,Delhi,Delivered,56379,28.0,486.42
186210,2024-02-28 20:12:00,112,3,Mumbai,Delivered,67012,33.0,680.61
106432,2024-02-26 12:50:00,135,1,Mumbai,Delivered,66286,18.0,182.49
139007,2024-03-20 23:54:00,135,3,Mumbai,Delivered,60271,20.0,547.47
142100,2024-07-26 06:19:00,108,3,Mumbai,Delivered,54110,18.0,93.9
102185,2024-01-29 17:44:00,128,1,Mumbai,Delivered,54966,39.0,193.52
128370,2024-07-10 06:18:00,129,1,Mumbai,Delivered,51751,18.0,531.37
137223,2024-10-13 20:53:00,118,2,Delhi,Delivered,64857,24.0,512.48
128537,2024-12-30 01:34:00,112,1,Bangalore,Delivered,62417,33.0,226.87
177523,2024-03-04 04:13:00,128,1,Mumbai,Delivered,58226,36.0,193.52
169299,2024-05-03 20:57:00,118,1,Mumbai,Delivered,67147,38.0,256.24
134459,2024-03-04 19:00:00,113,3,Mumbai,Delivered,56012,16.0,177.87
147714,2024-09-16 14:04:00,103,1,Hyderabad,Delivered,60106,8.0,55.75
146000,2024-05-09 16:52:00,135,1,Hyderabad,Delivered,61841,26.0,182.49
167221,2024-01-29 01:42:00,112,1,Mumbai,Delivered,68275,25.0,226.87
143557,2024-03-28 00:48:00,134,1,Mumbai,Delivered,56809,11.0,390.59
190611,2024-04-09 09:34:00,129,2,Pune,Delivered,66224,20.0,1062.74
108341,2024-03-06 19:17:00,112,1,Mumbai,Delivered,64678,10.0,226.87
133060,2024-12-01 02:15:00,112,1,Bangalore,Delivered,68069,21.0,226.87
185380,2024-10-20 13:12:00,125,3,Mumbai,Delivered,55937,21.0,1155.06
128603,2024-01-16 14:12:00,102,4,Bangalore,Delivered,50599,12.0,93.0
107650,2024-09-03 07:33:00,102,1,Hyderabad,Delivered,55144,39.0,23.25
155468,2024-12-25 11:21:00,108,1,Bangalore,Delivered,67206,15.0,31.3
145531,2024-05-23 01:14:00,108,4,Mumbai,Delivered,65349,43.0,125.2
116578,2024-01-01 18:37:00,135,3,Hyderabad,Delivered,60757,30.0,547.47
173936,2024-06-02 18:39:00,108,3,Delhi,Delivered,68139,38.0,93.9
179648,2024-05-24 15:49:00,132,1,Delhi,Delivered,63640,38.0,478.38
161586,2024-02-22 14:36:00,118,1,Mumbai,Delivered,54524,20.0,256.24
117814,2024-11-04 00:50:00,110,2,Mumbai,Delivered,56567,11.0,120.86
133121,2024-07-02 16:31:00,135,1,Chennai,Delivered,52798,12.0,182.49
195936,2024-03-12 18:57:00,112,1,Hyderabad,Delivered,57950,44.0,226.87
121365,2024-03-15 02:20:00,102,1,Mumbai,Delivered,50064,20.0,23.25
149296,2024-01-27 00:38:00,102,4,Mumbai,Delivered,68289,28.0,93.0
151346,2024-11-05 09:57:00,131,1,Delhi,Delivered,60502,20.0,513.21
105424,2024-11-02 22:32:00,105,1,Pune,Delivered,69094,42.0,115.74
106786,2024-01-22 07:04:00,134,1,Bangalore,Cancelled,59810,33.0,390.59
199714,2024-10-22 04:40:00,103,1,Hyderabad,Delivered,50478,17.0,55.75
195803,2024-06-18 08:05:00,113,1,Chennai,Delivered,52499,35.0,59.29
120977,2024-11-10 00:07:00,119,1,Mumbai,Delivered,52125,35.0,333.3
148992,2024-06-23 07:32:00,135,2,Chennai,Delivered,63153,14.0,364.98
134276,2024-08-02 18:57:00,102,1,Mumbai,Delivered,66154,35.0,23.25
185027,2024-07-05 00:06:00,109,1,Bangalore,Delivered,51018,36.0,197.67
135605,2024-04-29 06:32:00,136,2,Bangalore,Delivered,69180,34.0,486.42
130753,2024-03-06 23:14:00,101,1,Mumbai,Delivered,58722,,103.13
145027,2024-11-02 07:18:00,135,1,Hyderabad,Delivered,69096,25.0,182.49
194765,2024-09-20 07:35:00,128,1,Mumbai,Delivered,59942,24.0,193.52
116629,2024-03-30 04:29:00,131,1,Mumbai,Delivered,68232,27.0,513.21
133931,2024-05-16 21:54:00,121,1,Mumbai,Delivered,58548,23.0,332.04
155894,2024-06-05 11:43:00,126,1,Mumbai,Delivered,65133,13.0,167.81
120848,2024-11-12 07:56:00,113,1,Mumbai,Delivered,68537,30.0,59.29
176543,2024-11-18 02:12:00,102,1,Bangalore,Delivered,61172,13.0,23.25
184873,2024-12-18 05:53:00,119,1,Mumbai,Delivered,53498,8.0,333.3
181064,2024-12-24 11:18:00,112,4,Pune,Delivered,63737,11.0,907.48
120348,2024-05-13 17:49:00,129,2,Kolkata,Delivered,54616,9.0,1062.74
100339,2024-07-04 00:23:00,134,1,Bangalore,Returned,60251,34.0,390.59
125043,2024-07-25 08:39:00,136,1,Delhi,Delivered,66364,41.0,243.21
201926,2024-11-25 15:51:00,126,4,Mumbai,Delivered,50138,16.0,671.24
202962,2024-01-01 17:00:00,135,2,Mumbai,Delivered,58164,37.0,364.98
173354,2024-08-02 21:51:00,136,1,Hyderabad,Delivered,62505,14.0,243.21
180681,2024-05-31 18:26:00,120,1,Mumbai,Delivered,57282,30.0,52.27
128520,2024-09-11 05:43:00,112,1,Delhi,Delivered,67992,33.0,226.87
136269,2024-08-20 02:17:00,105,5,Chennai,Delivered,59944,32.0,578.6999999999999
101500,2024-07-11 02:00:00,126,1,Hyderabad,Delivered,67070,33.0,167.81
182702,2024-09-13 09:39:00,102,4,Delhi,Delivered,50705,38.0,93.0
202135,2024-01-01 22:44:00,133,1,Bangalore,Returned,52919,13.0,237.68
139197,2024-06-23 00:33:00,113,1,Bangalore,Delivered,52058,19.0,59.29
141213,2024-03-20 23:15:00,135,2,Delhi,Delivered,68926,44.0,364.98
124804,2024-04-24 12:18:00,112,1,Delhi,Delivered,68394,12.0,226.87
179969,2024-05-14 05:17:00,112,2,Bangalore,Delivered,59475,40.0,453.74
107965,2024-10-30 15:16:00,120,4,Pune,Delivered,54298,9.0,209.08
178351,2024-02-22 22:15:00,102,1,Delhi,Delivered,65336,10.0,23.25
164812,2024-09-17 15:21:00,104,1,Bangalore,Delivered,67666,31.0,49.02
132821,2024-03-12 15:11:00,102,1,Bangalore,Delivered,50447,32.0,23.25
204074,2024-07-25 19:26:00,126,2,Mumbai,Delivered,55454,10.0,335.62
204057,2024-04-11 14:24:00,124,1,Mumbai,Delivered,67875,18.0,104.42
139720,2024-05-17 09:34:00,136,1,Bangalore,,55195,16.0,243.21
177162,2024-06-11 13:04:00,108,3,Hyderabad,Delivered,66767,42.0,93.9
198614,2024-10-27 03:25:00,102,3,Mumbai,Delivered,68894,42.0,69.75
116924,2024-11-14 12:00:00,112,1,Delhi,Delivered,50748,18.0,226.87
100939,2024-11-04 06:49:00,126,2,Delhi,Delivered,57983,29.0,335.62
177146,2024-12-22 09:26:00,102,1,Mumbai,Returned,57450,26.0,23.25
159421,2024-03-29 17:36:00,128,1,Hyderabad,Delivered,57586,31.0,193.52
148715,2024-12-16 20:40:00,116,1,Pune,Delivered,60661,16.0,240.73
132194,2024-04-24 23:57:00,113,1,Delhi,Delivered,64499,11.0,59.29
135328,2024-09-26 08:24:00,126,2,Kolkata,Delivered,62005,27.0,335.62
143496,2024-06-04 13:32:00,135,1,Mumbai,Delivered,59094,31.0,182.49
143227,2024-06-22 13:57:00,112,1,Bangalore,Delivered,67202,32.0,226.87
167988,2024-12-17 01:11:00,108,1,Hyderabad,Delivered,60470,25.0,31.3
136972,2024-10-27 21:48:00,130,1,Bangalore,Returned,52176,13.0,421.68
186810,2024-04-17 09:41:00,129,1,Hyderabad,Delivered,62023,35.0,531.37
109696,2024-08-07 18:21:00,108,1,Bangalore,Delivered,66533,43.0,31.3
133459,2024-01-11 21:01:00,135,1,Mumbai,Delivered,66013,30.0,182.49
176497,2024-04-29 08:38:00,131,2,Delhi,Delivered,69451,15.0,1026.42
111421,2024-12-15 21:23:00,112,1,Bangalore,Delivered,62227,39.0,226.87
152597,2024-12-14 07:45:00,126,1,Delhi,Returned,61500,21.0,167.81
142798,2024-04-24 04:54:00,129,5,Bangalore,Delivered,58236,12.0,2656.85
144182,2024-04-15 22:26:00,110,1,Mumbai,Delivered,60673,27.0,60.43
118836,2024-08-07 15:01:00,112,3,Hyderabad,Delivered,65253,13.0,680.61
170563,2024-10-19 17:16:00,102,1,Hyderabad,Delivered,59153,29.0,23.25
172533,2024-11-19 08:59:00,106,1,Mumbai,Delivered,67020,24.0,107.97
126234,2024-10-16 09:30:00,103,1,Delhi,Delivered,63835,42.0,55.75
126954,2024-02-11 05:39:00,134,3,Mumbai,Delivered,58606,31.0,1171.77
156234,2024-09-28 11:48:00,134,4,Delhi,Delivered,55441,39.0,1562.36
175099,2024-10-27 16:46:00,117,1,Bangalore,Delivered,67652,11.0,127.15
194186,2024-08-03 04:12:00,106,1,Bangalore,Delivered,59335,8.0,107.97
161175,2024-04-03 18:03:00,102,2,Mumbai,Cancelled,69790,28.0,46.5
171494,2024-10-15 18:47:00,108,1,Delhi,Delivered,51912,25.0,31.3
114426,2024-10-12 12:16:00,118,3,Bangalore,Delivered,66665,12.0,768.72
185562,2024-10-02 10:52:00,126,1,Pune,Delivered,65481,12.0,167.81
149759,2024-02-23 19:48:00,136,1,Mumbai,Delivered,54871,11.0,243.21
127504,2024-10-05 10:31:00,114,1,Delhi,Delivered,68630,41.0,119.59
103140,2024-12-30 06:36:00,103,1,Delhi,Delivered,67141,40.0,55.75
157143,2024-05-27 12:43:00,103,1,Mumbai,Delivered,62453,35.0,55.75
199872,2024-04-09 04:33:00,134,1,Mumbai,Delivered,52254,40.0,390.59
141380,2024-05-31 05:40:00,112,4,Bangalore,Delivered,53422,43.0,907.48
116018,2024-07-01 12:48:00,118,5,Chennai,Delivered,64697,42.0,1281.2
117421,2024-06-23 19:35:00,134,1,Bangalore,Cancelled,50862,9.0,390.59
200337,2024-07-25 11:51:00,112,1,Mumbai,Delivered,57917,22.0,226.87
186168,2024-03-10 01:51:00,112,4,Pune,Cancelled,51146,,907.48
194822,2024-09-06 12:26:00,134,1,Mumbai,Delivered,51381,,390.59
165240,2024-08-28 08:15:00,102,1,Bangalore,Returned,61435,32.0,23.25
180360,2024-02-17 13:10:00,129,2,Mumbai,Cancelled,66303,30.0,1062.74
145028,2024-11-22 07:10:00,129,1,Delhi,Delivered,60360,19.0,531.37
182648,2024-09-12 12:44:00,104,1,Bangalore,Delivered,54050,43.0,49.02
134132,2024-08-14 07:06:00,135,2,Mumbai,Delivered,61586,30.0,364.98
153610,2024-11-22 12:49:00,110,2,Hyderabad,Delivered,51382,31.0,120.86
194291,2024-03-28 12:51:00,102,1,Mumbai,Delivered,56118,44.0,23.25
162068,2024-06-24 14:47:00,110,5,Delhi,Delivered,56641,11.0,302.15
130959,2024-06-25 18:23:00,129,1,Bangalore,Delivered,51617,17.0,531.37
168417,2024-05-04 00:52:00,103,1,Delhi,Delivered,68315,25.0,55.75
177281,2024-04-29 23:51:00,112,1,Hyderabad,Delivered,52585,41.0,226.87
189637,2024-12-27 01:17:00,135,1,Mumbai,Delivered,56783,29.0,182.49
121231,2024-08-31 08:19:00,135,2,Delhi,Delivered,54708,14.0,364.98
152523,2024-12-10 16:51:00,135,1,Delhi,Delivered,52077,29.0,182.49
108422,2024-10-14 17:14:00,128,1,Mumbai,Delivered,60395,21.0,193.52
157831,2024-07-19 12:07:00,126,2,Ahmedabad,Returned,67736,25.0,335.62
127849,2024-10-09 12:24:00,102,2,Delhi,Delivered,58247,37.0,46.5
112750,2024-12-06 03:07:00,110,1,Delhi,Delivered,57627,24.0,60.43
160734,2024-01-28 10:33:00,108,1,Ahmedabad,Delivered,50650,10.0,31.3
183964,2024-03-25 01:52:00,103,1,Hyderabad,Delivered,65434,28.0,55.75
157882,2024-09-19 14:26:00,102,1,Bangalore,Delivered,65840,,23.25
123397,2024-02-17 08:27:00,112,1,Mumbai,Delivered,57259,40.0,226.87
174426,2024-03-28 12:44:00,121,1,Kolkata,Delivered,56656,17.0,332.04
130437,2024-11-08 23:39:00,113,1,Mumbai,Delivered,69703,22.0,59.29
165738,2024-07-10 15:15:00,127,1,Hyderabad,Delivered,64663,43.0,82.46
129609,2024-01-31 17:44:00,123,3,,Delivered,66190,26.0,507.27
143201,2024-12-17 09:29:00,135,2,Kolkata,Delivered,54887,34.0,364.98
120927,2024-04-17 11:10:00,129,1,Delhi,Delivered,52047,25.0,531.37
142017,2024-08-08 01:58:00,108,1,Bangalore,Cancelled,65183,8.0,31.3
131767,2024-05-18 16:05:00,102,1,Chennai,Delivered,57087,30.0,23.25
150891,2024-02-14 08:09:00,120,1,Bangalore,Delivered,50802,37.0,52.27
153912,2024-03-16 06:59:00,113,1,Mumbai,Delivered,51819,43.0,59.29
109498,2024-07-13 11:53:00,112,1,Hyderabad,Delivered,67635,33.0,226.87
174758,2024-11-04 07:13:00,113,1,Bangalore,Delivered,50463,30.0,59.29
131865,2024-09-02 02:25:00,134,1,Delhi,Delivered,53524,22.0,390.59
159370,2024-10-13 04:43:00,112,1,Bangalore,Delivered,67282,25.0,226.87
110823,2024-08-20 14:37:00,135,1,Bangalore,Delivered,55784,38.0,182.49
143573,2024-07-04 12:41:00,102,1,Mumbai,Delivered,60673,,23.25
119225,2024-10-02 14:44:00,128,5,Hyderabad,Delivered,57365,,967.6
156783,2024-03-18 12:19:00,135,1,Kolkata,Delivered,62219,23.0,182.49
101732,2024-03-16 22:25:00,134,1,Mumbai,Delivered,61811,44.0,390.59
151868,2024-10-17 18:35:00,112,3,Mumbai,Delivered,64714,39.0,680.61
140764,2024-05-27 10:00:00,101,1,Delhi,Delivered,52720,17.0,103.13
129847,2024-12-19 14:25:00,123,1,Delhi,Delivered,55868,31.0,169.09
153010,2024-01-02 12:18:00,137,3,Mumbai,Delivered,59019,23.0,1020.8700000000001
164684,2024-11-20 19:12:00,104,1,Kolkata,Delivered,58150,12.0,49.02
106203,2024-09-01 22:08:00,101,1,Mumbai,Delivered,60058,17.0,103.13
145316,2024-07-11 22:59:00,108,1,Mumbai,Delivered,52073,17.0,31.3
101940,2024-10-26 14:24:00,102,5,Pune,Delivered,57899,10.0,116.25
112938,2024-07-24 19:34:00,108,1,Mumbai,Delivered,58773,38.0,31.3
131774,2024-01-18 16:23:00,134,2,Bangalore,Delivered,54224,13.0,781.18
122169,2024-04-14 12:15:00,109,1,Bangalore,Delivered,55833,34.0,197.67
166240,2024-06-27 06:49:00,112,1,Bangalore,Delivered,58298,37.0,226.87
179224,2024-07-05 13:35:00,113,2,Bangalore,Delivered,65454,17.0,118.58
199399,2024-10-07 05:34:00,122,2,Mumbai,Delivered,59413,32.0,588.7
139058,2024-08-27 17:57:00,129,1,Mumbai,Delivered,65827,44.0,531.37
176295,2024-02-20 06:35:00,109,1,Mumbai,Delivered,68118,21.0,197.67
150827,2024-11-10 23:10:00,108,2,Mumbai,Delivered,68388,21.0,62.6
141974,2024-09-14 01:43:00,113,4,Mumbai,Delivered,55648,36.0,237.16
190963,2024-01-23 11:09:00,108,1,Mumbai,Delivered,65502,11.0,31.3
117878,2024-06-19 05:18:00,135,1,Chennai,Delivered,58148,35.0,182.49
130661,2024-09-06 05:59:00,115,1,Delhi,Delivered,54991,41.0,277.46
105950,2024-12-08 04:18:00,108,1,Delhi,Delivered,61593,39.0,31.3
140756,2024-10-16 18:31:00,108,2,Mumbai,Delivered,62212,39.0,62.6
159161,2024-07-27 03:29:00,110,2,Mumbai,Delivered,62882,17.0,120.86
109045,2024-09-20 17:51:00,113,1,Bangalore,Delivered,59503,22.0,59.29
109672,2024-07-10 20:27:00,138,1,Delhi,Delivered,51199,10.0,266.48
180715,2024-03-02 07:00:00,113,1,Delhi,Delivered,55576,31.0,59.29
116193,2024-06-15 17:38:00,135,3,Bangalore,Delivered,60111,11.0,547.47
201286,2024-10-20 20:20:00,131,1,Delhi,Delivered,56486,38.0,513.21
199669,2024-08-28 07:44:00,103,1,Delhi,Delivered,60604,35.0,55.75
203912,2024-03-22 07:31:00,112,2,Pune,Delivered,50280,30.0,453.74
175543,2024-06-13 08:11:00,136,1,Pune,Delivered,64668,9.0,243.21
163817,2024-12-27 17:27:00,112,1,Kolkata,Delivered,55066,13.0,226.87
144187,2024-10-07 12:20:00,102,1,Hyderabad,Delivered,62973,36.0,23.25
149395,2024-12-29 12:16:00,112,4,Mumbai,Delivered,51264,11.0,907.48
102712,2024-12-22 02:36:00,135,1,Mumbai,Delivered,67669,17.0,182.49
